sessionid,treatmentnumber,contracts,period,message,subject,group,role,timechatchatmessage,N,reverse
091023_1009,1,contracts,31,hey,4,3,1,50,2,0
091023_1009,1,contracts,31,this is gunna take long!,10,3,2,41,2,0
091023_1009,1,contracts,31,aye,4,3,1,38,2,0
091023_1009,1,contracts,31,haha I don't think we need to discuss one minute each time,4,3,1,24,2,0
091023_1009,1,contracts,31,i know,10,3,2,19,2,0
091023_1009,1,contracts,31,looooonnnnggggg,10,3,2,14,2,0
091023_1009,1,contracts,31,see you soon,4,3,1,6,2,0
091023_1009,1,contracts,32,hiii,10,3,2,58,2,0
091023_1009,1,contracts,32,"come on, a bit higher ? ;)",4,3,1,47,2,0
091023_1009,1,contracts,32, ok fair play,10,3,2,41,2,0
091023_1009,1,contracts,32,last round kinda sucked with all the 35 ,4,3,1,10,2,0
091023_1009,1,contracts,32,hehe,4,3,1,6,2,0
091023_1009,1,contracts,32,i know,10,3,2,4,2,0
091023_1009,1,contracts,32,lol,10,3,2,2,2,0
091023_1009,1,contracts,33,tell you what,4,3,1,59,2,0
091023_1009,1,contracts,33,100 both each time sounds good,4,3,1,54,2,0
091023_1009,1,contracts,33,yer ok,10,3,2,48,2,0
091023_1009,1,contracts,33,at least we don't screw each other over,4,3,1,43,2,0
091023_1009,1,contracts,33,true lol,10,3,2,38,2,0
091023_1009,1,contracts,33,so,4,3,1,34,2,0
091023_1009,1,contracts,33,how's your day been?,4,3,1,28,2,0
091023_1009,1,contracts,33,lovely urs?,10,3,2,21,2,0
091023_1009,1,contracts,33,brilliant thanks,4,3,1,13,2,0
091023_1009,1,contracts,34,im sooo hungry!,10,3,2,55,2,0
091023_1009,1,contracts,34,i love how they're forcing us to chat,4,3,1,54,2,0
091023_1009,1,contracts,34,lol,10,3,2,50,2,0
091023_1009,1,contracts,34,"i had a nice sandwich before leaving, the fire alarm went off when i heated it t",4,3,1,31,2,0
091023_1009,1,contracts,34,my house mates were happy,4,3,1,26,2,0
091023_1009,1,contracts,34,they are going to read this im sure my food intake shall interest them greatly v,10,3,2,14,2,0
091023_1009,1,contracts,34,haha,4,3,1,9,2,0
091023_1009,1,contracts,34,lol,10,3,2,0,2,0
091023_1009,1,contracts,35,I really fancy a fry up,10,3,2,54,2,0
091023_1009,1,contracts,35,do you think there is going to be a third part?,4,3,1,49,2,0
091023_1009,1,contracts,35,haha ,4,3,1,45,2,0
091023_1009,1,contracts,35,where can u get one on campus,10,3,2,40,2,0
091023_1009,1,contracts,35,no idea,4,3,1,30,2,0
091023_1009,1,contracts,35,"get it in town, cheaper",4,3,1,26,2,0
091023_1009,1,contracts,35,lol hope no third part we will be here all day!,10,3,2,15,2,0
091023_1009,1,contracts,36,this is a lot more relaxing than having to think about the price,4,3,1,51,2,0
091023_1009,1,contracts,36,each time,4,3,1,47,2,0
091023_1009,1,contracts,36,its very true,10,3,2,43,2,0
091023_1009,1,contracts,36,but i am pertty sure it is illegal in real life haha,4,3,1,36,2,0
091023_1009,1,contracts,36,wer getting paid for being on msn basically!!!,10,3,2,29,2,0
091023_1009,1,contracts,36,yeah to a stranger :p,4,3,1,22,2,0
091023_1009,1,contracts,36,lol,10,3,2,18,2,0
091023_1009,1,contracts,37,dooobeeedooo,10,3,2,53,2,0
091023_1009,1,contracts,37,last time they sent me away with 5 quid instead of taking the experiment,4,3,1,44,2,0
091023_1009,1,contracts,37,i dont think ill get that much this time ,4,3,1,35,2,0
091023_1009,1,contracts,37,oh well,4,3,1,26,2,0
091023_1009,1,contracts,37,i dont think we would survive in the real financial market splitting the profits,10,3,2,13,2,0
091023_1009,1,contracts,37,yeah haha,4,3,1,7,2,0
091023_1009,1,contracts,37,lol,10,3,2,2,2,0
091023_1009,1,contracts,38,imagine burger king and macdonalds,4,3,1,53,2,0
091023_1009,1,contracts,38,let's be one big happy family,4,3,1,42,2,0
091023_1009,1,contracts,38,haha ,10,3,2,35,2,0
091023_1009,1,contracts,38,"o wow we are only on 9, 11 more to go  ",10,3,2,13,2,0
091023_1009,1,contracts,38,"im thirsty, there is no water around right?",4,3,1,12,2,0
091023_1009,1,contracts,38,jesus,4,3,1,8,2,0
091023_1009,1,contracts,38,dont thinks so,10,3,2,5,2,0
091023_1009,1,contracts,39,to be fair we've only been here 40,4,3,1,53,2,0
091023_1009,1,contracts,39,minutes,4,3,1,51,2,0
091023_1009,1,contracts,39,TRUE,10,3,2,41,2,0
091023_1009,1,contracts,39,yay its friday ,10,3,2,34,2,0
091023_1009,1,contracts,39,it's weird how every minute everyone starts typing!,4,3,1,29,2,0
091023_1009,1,contracts,39,yay weekend,4,3,1,22,2,0
091023_1009,1,contracts,39,good stuff!,10,3,2,15,2,0
091023_1009,1,contracts,40,have you done this kind of experiments before?,4,3,1,54,2,0
091023_1009,1,contracts,40,nah,10,3,2,43,2,0
091023_1009,1,contracts,40,its kinda boring,10,3,2,35,2,0
091023_1009,1,contracts,40,TRUE,4,3,1,32,2,0
091023_1009,1,contracts,40,the first part was all right,4,3,1,26,2,0
091023_1009,1,contracts,40,yer,10,3,2,22,2,0
091023_1009,1,contracts,40,a bit frustrating,4,3,1,21,2,0
091023_1009,1,contracts,40,dumping prices haha,4,3,1,14,2,0
091023_1009,1,contracts,40,lol,10,3,2,7,2,0
091023_1009,1,contracts,41,nanana,4,3,1,56,2,0
091023_1009,1,contracts,41,what kind of music do you like?,4,3,1,47,2,0
091023_1009,1,contracts,41,all sorts really...,10,3,2,32,2,0
091023_1009,1,contracts,41,u,10,3,2,25,2,0
091023_1009,1,contracts,41,"yeah same really, anything decent",4,3,1,12,2,0
091023_1009,1,contracts,42,if we continue that way we'll make at least 7 8 pounds each,4,3,1,29,2,0
091023_1009,1,contracts,42,you sold a bit more first round,4,3,1,15,2,0
091023_1009,1,contracts,42,true ,10,3,2,3,2,0
091023_1009,1,contracts,43,not bad easy money,10,3,2,55,2,0
091023_1009,1,contracts,43,did they just cut it early?,4,3,1,54,2,0
091023_1009,1,contracts,43,yeah ,4,3,1,52,2,0
091023_1009,1,contracts,43,dunno,10,3,2,45,2,0
091023_1009,1,contracts,43,its my birthday on monday !,4,3,1,22,2,0
091023_1009,1,contracts,43,yaay happy bday mine was on tuesday!,10,3,2,4,2,0
091023_1009,1,contracts,44,"cool, happy returns ",4,3,1,56,2,0
091023_1009,1,contracts,44,did you do anything?,4,3,1,52,2,0
091023_1009,1,contracts,44,pub crawl round exeter! wot u doing?,10,3,2,35,2,0
091023_1009,1,contracts,44,fire house and arena :),4,3,1,27,2,0
091023_1009,1,contracts,44,nice,10,3,2,21,2,0
091023_1009,1,contracts,44,yeah classic,4,3,1,15,2,0
091023_1009,1,contracts,45,hav u had a firehouse roast they are so good,10,3,2,49,2,0
091023_1009,1,contracts,45,"no never, i have the pizza from time to time",4,3,1,32,2,0
091023_1009,1,contracts,45,u should they sre amazing,10,3,2,7,2,0
091023_1009,1,contracts,45,are,10,3,2,1,2,0
091023_1009,1,contracts,46,okay ill give it a try,4,3,1,56,2,0
091023_1009,1,contracts,46,whats the pizza like?,10,3,2,48,2,0
091023_1009,1,contracts,46,its a really nice place to have lunch as well btw,4,3,1,44,2,0
091023_1009,1,contracts,46,the pizza is ok nothing special,4,3,1,37,2,0
091023_1009,1,contracts,46,this is making me tooo hungry!,10,3,2,30,2,0
091023_1009,1,contracts,46,"huge though, enough for 3 or something",4,3,1,25,2,0
091023_1009,1,contracts,46,oops sorry haha,4,3,1,19,2,0
091023_1009,1,contracts,46,lol,10,3,2,14,2,0
091023_1009,1,contracts,47,haha i can hear a few people typing three digits,4,3,1,51,2,0
091023_1009,1,contracts,47,noone's too bothered I think,4,3,1,42,2,0
091023_1009,1,contracts,47,i kno,10,3,2,38,2,0
091023_1009,1,contracts,47,number 18,4,3,1,29,2,0
091023_1009,1,contracts,47,this can pay for lunch!,10,3,2,17,2,0
091023_1009,1,contracts,47,yay,4,3,1,14,2,0
091023_1009,1,contracts,47,you must be starving haha,4,3,1,6,2,0
091023_1009,1,contracts,47,good,10,3,2,5,2,0
091023_1009,1,contracts,47,yer i am,10,3,2,2,2,0
091023_1009,1,contracts,48,it carries on tho rolling dice n stuff,10,3,2,48,2,0
091023_1009,1,contracts,48,yeah true,4,3,1,43,2,0
091023_1009,1,contracts,48,last time was about 25?,4,3,1,38,2,0
091023_1009,1,contracts,48,summin like that,10,3,2,32,2,0
091023_1009,1,contracts,48,you know we could be sitting just next to each other ,4,3,1,26,2,0
091023_1009,1,contracts,48,pointless chatting haha,4,3,1,20,2,0
091023_1009,1,contracts,48,lol,10,3,2,13,2,0
091023_1009,1,contracts,49,so if that's the last I hear of you,4,3,1,53,2,0
091023_1009,1,contracts,49,have a good one,4,3,1,49,2,0
091023_1009,1,contracts,49,u too ,10,3,2,44,2,0
091023_1009,1,contracts,49,and enjoy your lunch,4,3,1,40,2,0
091023_1009,1,contracts,49,I WILLLL!!!!,10,3,2,34,2,0
091023_1009,1,contracts,49,ill know who you are just by you running of to the key store lol,4,3,1,16,2,0
091023_1009,1,contracts,49,lol thats very true,10,3,2,2,2,0
091023_1009,1,contracts,50,there we are aagin ,4,3,1,56,2,0
091023_1009,1,contracts,50,lol,10,3,2,51,2,0
091023_1009,1,contracts,50,shall we actually do this properly for a few rounds? or u fancy sticking to da 1,10,3,2,23,2,0
091023_1009,1,contracts,50,100*,10,3,2,16,2,0
091023_1009,1,contracts,50,100 sounds good,4,3,1,10,2,0
091023_1009,1,contracts,50,thats cool,10,3,2,5,2,0
091023_1009,1,contracts,51,ooo naughty! game on!,10,3,2,54,2,0
091023_1009,1,contracts,51,:D,4,3,1,50,2,0
091023_1009,1,contracts,51,okay,4,3,1,46,2,0
091023_1009,1,contracts,51,lets keep it high nevertheless?,4,3,1,10,2,0
091023_1009,1,contracts,52,exciting,4,3,1,55,2,0
091023_1009,1,contracts,52,lol,10,3,2,52,2,0
091023_1009,1,contracts,52,we probably both make less this way though,4,3,1,17,2,0
091023_1009,1,contracts,52,true o well,10,3,2,11,2,0
091023_1009,1,contracts,53,71? are you kidding me?,4,3,1,55,2,0
091023_1009,1,contracts,53,:p,4,3,1,53,2,0
091023_1009,1,contracts,53,well had to secure me mioney!,10,3,2,42,2,0
091023_1009,1,contracts,53,"that's barely more than 50, which we were doing guaranteed ",4,3,1,34,2,0
091023_1009,1,contracts,53,haha,4,3,1,31,2,0
091023_1009,1,contracts,53,lol ,10,3,2,26,2,0
091023_1009,1,contracts,53,okay fair play,4,3,1,24,2,0
091023_1009,1,contracts,30,hey,5,4,1,58,2,0
091023_1009,1,contracts,30,i think we should both play 100 every time,11,4,2,53,2,0
091023_1009,1,contracts,30,same,5,4,1,47,2,0
091023_1009,1,contracts,30,its stops it from gettign really low,5,4,1,40,2,0
091023_1009,1,contracts,30,that's the best option for both of us,11,4,2,40,2,0
091023_1009,1,contracts,30,"yeh, we'll do that",5,4,1,33,2,0
091023_1009,1,contracts,30,"i promise i'm trust worthy, i won't catchj you out",11,4,2,29,2,0
091023_1009,1,contracts,30,okay,11,4,2,27,2,0
091023_1009,1,contracts,30,same ,5,4,1,24,2,0
091023_1009,1,contracts,30,i triedddddddddd to encourage you to do that in the last round.. but it didn't w,11,4,2,10,2,0
091023_1009,1,contracts,30,ork,11,4,2,8,2,0
091023_1009,1,contracts,30,put 100 each then? haha sorry ,5,4,1,4,2,0
091023_1009,1,contracts,31,thanks!,11,4,2,52,2,0
091023_1009,1,contracts,31,thanks to you too,5,4,1,47,2,0
091023_1009,1,contracts,31,lol,11,4,2,44,2,0
091023_1009,1,contracts,31,just carry on like that?,5,4,1,41,2,0
091023_1009,1,contracts,31,i reckon so,11,4,2,36,2,0
091023_1009,1,contracts,31,otherwise we both end up paying about 14,11,4,2,27,2,0
091023_1009,1,contracts,31,"yeh, that wasnt good",5,4,1,21,2,0
091023_1009,1,contracts,31,and bothhhhhh doing worse,11,4,2,20,2,0
091023_1009,1,contracts,31,lol,11,4,2,18,2,0
091023_1009,1,contracts,32,so...,5,4,1,56,2,0
091023_1009,1,contracts,32,i don't know what we're supposed to carry on chatting about,11,4,2,46,2,0
091023_1009,1,contracts,32,but people seem to be typing...,11,4,2,39,2,0
091023_1009,1,contracts,32,"me neither, weather?",5,4,1,37,2,0
091023_1009,1,contracts,32,lol,11,4,2,34,2,0
091023_1009,1,contracts,32,i think our method is best,5,4,1,20,2,0
091023_1009,1,contracts,32,me too,11,4,2,16,2,0
091023_1009,1,contracts,32,team work,11,4,2,14,2,0
091023_1009,1,contracts,32,our parents would be proud,11,4,2,10,2,0
091023_1009,1,contracts,32,"yeh haha, feel sorry for the consumer",5,4,1,4,2,0
091023_1009,1,contracts,34,everyone is typing,5,4,1,28,2,0
091023_1009,1,contracts,34,i know,11,4,2,24,2,0
091023_1009,1,contracts,34,i'm very curious as to what they're finding to say,11,4,2,16,2,0
091023_1009,1,contracts,34,same lol,5,4,1,9,2,0
091023_1009,1,contracts,34,we're clearly very unsociable,11,4,2,4,2,0
091023_1009,1,contracts,35,clearly ,5,4,1,57,2,0
091023_1009,1,contracts,35,lol,11,4,2,54,2,0
091023_1009,1,contracts,35,any idea how many parts there are?,5,4,1,39,2,0
091023_1009,1,contracts,35,not at all,11,4,2,27,2,0
091023_1009,1,contracts,35,presumably at least another after this,11,4,2,12,2,0
091023_1009,1,contracts,35,yeh,5,4,1,6,2,0
091023_1009,1,contracts,41,so who are you backing in xfactor?,11,4,2,18,2,0
091023_1009,1,contracts,41,the essex girl,5,4,1,9,2,0
091023_1009,1,contracts,41,you?,5,4,1,7,2,0
091023_1009,1,contracts,41,hdsdghjs,11,4,2,6,2,0
091023_1009,1,contracts,41,not her,11,4,2,3,2,0
091023_1009,1,contracts,42,well at least its not the twins,5,4,1,55,2,0
091023_1009,1,contracts,42,all of my friends love her though!,11,4,2,54,2,0
091023_1009,1,contracts,42,haha,11,4,2,52,2,0
091023_1009,1,contracts,42,i dont really watch it tbh ,5,4,1,50,2,0
091023_1009,1,contracts,42,i'd like the twins to win for comedy value,11,4,2,45,2,0
091023_1009,1,contracts,42,"yeh, last week was funny ",5,4,1,37,2,0
091023_1009,1,contracts,42,tragic but funny,5,4,1,31,2,0
091023_1009,1,contracts,42,"me neither, but i'm trying to create some common ground",11,4,2,31,2,0
091023_1009,1,contracts,42,everybody else here seems to be getting on like a house on fire,11,4,2,21,2,0
091023_1009,1,contracts,42,or they're very competitive,5,4,1,13,2,0
091023_1009,1,contracts,42,yeh perhaps,11,4,2,9,2,0
091023_1009,1,contracts,43,enjoying exeter?,5,4,1,51,2,0
091023_1009,1,contracts,43,lol,11,4,2,47,2,0
091023_1009,1,contracts,43,"yeh, big fan",11,4,2,43,2,0
091023_1009,1,contracts,43,you?,11,4,2,41,2,0
091023_1009,1,contracts,43,hills are brilliant,5,4,1,37,2,0
091023_1009,1,contracts,43,....,11,4,2,28,2,0
091023_1009,1,contracts,43,"i was being sarcastic there lol, they are a nightmare",5,4,1,14,2,0
091023_1009,1,contracts,43,i still struggle as much with the hills now as i did when i arrived,11,4,2,13,2,0
091023_1009,1,contracts,43,i thought i'd get fitter,11,4,2,6,2,0
091023_1009,1,contracts,43,but not at allll,11,4,2,2,2,0
091023_1009,1,contracts,44,i think scrap the new development plans,11,4,2,48,2,0
091023_1009,1,contracts,44,and put the money into flattening this place out,11,4,2,39,2,0
091023_1009,1,contracts,44,same!,5,4,1,32,2,0
091023_1009,1,contracts,44,money much better spent,11,4,2,26,2,0
091023_1009,1,contracts,44,they don't know what students want,11,4,2,19,2,0
091023_1009,1,contracts,44,not at all,5,4,1,13,2,0
091023_1009,1,contracts,44,not some fancy shmancy library,11,4,2,9,2,0
091023_1009,1,contracts,44,NO HILLS!,11,4,2,5,2,0
091023_1009,1,contracts,45,or printers for everyone,5,4,1,53,2,0
091023_1009,1,contracts,45,lol,11,4,2,50,2,0
091023_1009,1,contracts,45,printers annddd kittens,11,4,2,36,2,0
091023_1009,1,contracts,45,for every single students,11,4,2,33,2,0
091023_1009,1,contracts,45,#NAME?,11,4,2,30,2,0
091023_1009,1,contracts,45,rabbits not kittens,5,4,1,29,2,0
091023_1009,1,contracts,45,make we could give students the choice,11,4,2,13,2,0
091023_1009,1,contracts,45,maybe,11,4,2,8,2,0
091023_1009,1,contracts,45,*,11,4,2,7,2,0
091023_1009,1,contracts,45,that would be even better,5,4,1,1,2,0
091023_1009,1,contracts,45,i can't type today!,11,4,2,1,2,0
091023_1009,1,contracts,46,"if not xfactor, what dooo you watch?",11,4,2,43,2,0
091023_1009,1,contracts,46,i dont really watch tv much,5,4,1,19,2,0
091023_1009,1,contracts,46,you?,5,4,1,16,2,0
091023_1009,1,contracts,47,actually Ugly Betty is pretty good,5,4,1,54,2,0
091023_1009,1,contracts,47,have you heard of curb your enthusiasm?,11,4,2,52,2,0
091023_1009,1,contracts,47,no? ,5,4,1,47,2,0
091023_1009,1,contracts,47,!! it's soooo good,11,4,2,41,2,0
091023_1009,1,contracts,47,what's it about?,5,4,1,35,2,0
091023_1009,1,contracts,47,i think it's going to be reshown on tv soon,11,4,2,30,2,0
091023_1009,1,contracts,47,it's about the guy who wrote seinfeld,11,4,2,16,2,0
091023_1009,1,contracts,47,larry david,11,4,2,14,2,0
091023_1009,1,contracts,47,ah okay ,5,4,1,9,2,0
091023_1009,1,contracts,47,but it's all improv,11,4,2,9,2,0
091023_1009,1,contracts,47,sooo funny,11,4,2,5,2,0
091023_1009,1,contracts,47,wow,5,4,1,3,2,0
091023_1009,1,contracts,48,i've just recnetly got into ugly betty,11,4,2,54,2,0
091023_1009,1,contracts,48,"all improv, that could go wrong",5,4,1,53,2,0
091023_1009,1,contracts,48,after discoverign 4od,11,4,2,50,2,0
091023_1009,1,contracts,48,"im sad, i watched it from the beginning ",5,4,1,39,2,0
091023_1009,1,contracts,48,"haha, yeh i guess - but it also makes for some really great stuff too",11,4,2,34,2,0
091023_1009,1,contracts,48,lol,11,4,2,32,2,0
091023_1009,1,contracts,48,that's not sad,11,4,2,27,2,0
091023_1009,1,contracts,48,"dedicated, not sad",11,4,2,22,2,0
091023_1009,1,contracts,48,"haha, good way to put it ",5,4,1,13,2,0
091023_1009,1,contracts,49,possibly our last one lol,5,4,1,55,2,0
091023_1009,1,contracts,49,dun dun duuun,11,4,2,45,2,0
091023_1009,1,contracts,49,well it's been nice working with you,11,4,2,38,2,0
091023_1009,1,contracts,49,in case we role a 6,11,4,2,33,2,0
091023_1009,1,contracts,49,roll*,11,4,2,28,2,0
091023_1009,1,contracts,49,"same, nice chatting to you ",5,4,1,19,2,0
091023_1009,1,contracts,50,hello again,11,4,2,57,2,0
091023_1009,1,contracts,50,hey,5,4,1,55,2,0
091023_1009,1,contracts,50,well i guess we get to earn more,5,4,1,47,2,0
091023_1009,1,contracts,50,we got to carry on for aggess last time,11,4,2,27,2,0
091023_1009,1,contracts,50,hopefully we'll be as lucky,11,4,2,22,2,0
091023_1009,1,contracts,50,"yeh, but i do want to have lunch between this and my next lecture",5,4,1,2,2,0
091023_1009,1,contracts,51,and again..,5,4,1,52,2,0
091023_1009,1,contracts,51,:),11,4,2,46,2,0
091023_1009,1,contracts,51,wonder what they'll get us to do next?,5,4,1,20,2,0
091023_1009,1,contracts,51,"is this experiment 2 hrs, or 1 1/2?",11,4,2,1,2,0
091023_1009,1,contracts,52,1.5 i think,5,4,1,58,2,0
091023_1009,1,contracts,52,that's what i thought,11,4,2,52,2,0
091023_1009,1,contracts,52,whats the time now? ,5,4,1,44,2,0
091023_1009,1,contracts,52,but i swear that sheet said 2,11,4,2,44,2,0
091023_1009,1,contracts,52,"yeh, it did",5,4,1,38,2,0
091023_1009,1,contracts,52,we've been here an hr,11,4,2,37,2,0
091023_1009,1,contracts,52,oh really?,5,4,1,33,2,0
091023_1009,1,contracts,52,yeh,11,4,2,30,2,0
091023_1009,1,contracts,52,its gone quickly,5,4,1,25,2,0
091023_1009,1,contracts,52,i know,11,4,2,20,2,0
091023_1009,1,contracts,52,!,11,4,2,19,2,0
091023_1009,1,contracts,52,it said 10.30 to 12 online,5,4,1,6,2,0
091023_1009,1,contracts,52,yeh,11,4,2,1,2,0
091023_1009,1,contracts,53,does the dice roll differently for everybody?,11,4,2,49,2,0
091023_1009,1,contracts,53,i think its the same,5,4,1,44,2,0
091023_1009,1,contracts,53,each pair i mean,11,4,2,43,2,0
091023_1009,1,contracts,53,oh okay,11,4,2,40,2,0
091023_1009,1,contracts,53,on the other part everyone stopped at the same time,5,4,1,25,2,0
091023_1009,1,contracts,53,yeh you're right,11,4,2,18,2,0
091023_1009,1,contracts,30,heya,12,5,2,56,2,0
091023_1009,1,contracts,30,hi,6,5,1,55,2,0
091023_1009,1,contracts,30,i thought it would be a lot better if there was no bdding war,12,5,2,42,2,0
091023_1009,1,contracts,30,yeah,6,5,1,38,2,0
091023_1009,1,contracts,30,so set it at 100,12,5,2,37,2,0
091023_1009,1,contracts,30,oki,6,5,1,31,2,0
091023_1009,1,contracts,30,did it last game and will do it again,12,5,2,27,2,0
091023_1009,1,contracts,30,i saw but wasnt sure if that was what you were going for,6,5,1,4,2,0
091023_1009,1,contracts,31,same again?,6,5,1,53,2,0
091023_1009,1,contracts,31,always,12,5,2,49,2,0
091023_1009,1,contracts,31,good good,6,5,1,44,2,0
091023_1009,1,contracts,31,how much did u win in the last one?,12,5,2,41,2,0
